date,K_short,K_long,n_contracts,credit,payoff,pnl,capital,win,symbol
2024-05-13,514.9132237093197,512.3246620511334,1,77.06017391568025,54.98814241634591,22.072031499334344,100022.07203149934,True,SPY
2024-05-14,513.4987537157373,510.9513842840157,1,75.82375130027259,0.0,75.82375130027259,100097.8957827996,True,SPY
2024-05-15,518.2273804750573,515.8419447765656,1,70.95249680525768,0.0,70.95249680525768,100168.84827960486,True,SPY
2024-05-16,522.2213909214379,519.8233494899231,1,71.32585021096105,17.56755894066373,53.75829127029732,100222.60657087516,True,SPY
2024-05-17,521.2014989151539,518.8908187657742,1,68.70544435548425,0.0,68.70544435548425,100291.31201523064,True,SPY
2024-05-20,521.9376214927412,519.592869015193,1,69.72684744559103,0.0,69.72684744559103,100361.03886267624,True,SPY
2024-05-21,521.6752261370517,519.3874667530949,1,68.01734101871801,0.0,68.01734101871801,100429.05620369494,True,SPY
2024-05-22,522.9907819627398,520.6142875616905,1,70.67813206323734,0.0,70.67813206323734,100499.73433575818,True,SPY
2024-05-23,525.2284019568352,522.7487461640785,1,73.77254399617357,247.96557927567164,-174.19303527949808,100325.54130047868,False,SPY
2024-05-24,520.2600588510189,517.9650690086527,1,68.23586419168919,0.0,68.23586419168919,100393.77716467038,True,SPY
2024-05-28,522.5653579363931,520.0693649811251,1,74.26687943516868,0.0,74.26687943516868,100468.04404410554,True,SPY
2024-05-29,517.9334019291938,515.1998143333618,1,81.4186796231823,0.0,81.4186796231823,100549.46272372872,True,SPY
2024-05-30,516.7753750587837,514.0117065487952,1,82.32625413344294,73.33218361274021,8.994070520702735,100558.45679424942,True,SPY
2024-05-31,515.9823986672703,513.5178487070478,1,73.33131063991374,0.0,73.33131063991374,100631.78810488932,True,SPY
2024-06-03,521.3181703111611,518.7916052349854,1,75.18716128284666,15.13612291298614,60.05103836986052,100691.8391432592,True,SPY
2024-06-04,518.791468195253,516.2675827720672,1,75.1102117622338,0.0,75.1102117622338,100766.94935502142,True,SPY
2024-06-05,523.0815147393927,520.6390052024444,1,72.65983315961648,0.0,72.65983315961648,100839.60918818104,True,SPY
2024-06-06,527.2345635859448,524.7823851269125,1,72.94475100971454,0.0,72.94475100971454,100912.55393919077,True,SPY
2024-06-07,525.9629026147747,523.586484593561,1,70.67217945212576,0.0,70.67217945212576,100983.22611864288,True,SPY
2024-06-10,525.4476351852132,522.972758535142,1,73.62871586242363,0.0,73.62871586242363,101056.8548345053,True,SPY
2024-06-11,526.3157741784133,523.8154554240734,1,74.39171738996038,0.0,74.39171738996038,101131.24655189524,True,SPY
2024-06-12,533.8328794140496,531.4563522286824,1,70.66596026683527,0.0,70.66596026683527,101201.91251216207,True,SPY
2024-06-13,535.3393943020841,532.9759110027366,1,70.27287115790841,0.0,70.27287115790841,101272.18538332,True,SPY
2024-06-14,533.042634663946,530.547713793153,1,74.22062326187557,0.0,74.22062326187557,101346.40600658188,True,SPY
2024-06-17,534.2177371069412,531.6995825618386,1,74.9168104306591,0.0,74.9168104306591,101421.32281701254,True,SPY
2024-06-18,539.2616085309259,536.8091893930551,1,72.93671441152014,0.0,72.93671441152014,101494.25953142406,True,SPY
2024-06-20,541.4266831001199,538.7687196849446,1,79.10740025314311,130.11337837136807,-51.00597811822496,101443.25355330584,False,SPY
2024-06-21,538.197600104415,535.5713662742155,1,78.1584005847634,0.0,78.1584005847634,101521.4119538906,True,SPY
2024-06-24,538.1174673747694,535.4658277906908,1,78.92212268368155,46.9518156019376,31.970307081743957,101553.38226097236,True,SPY
2024-06-25,537.8220868577794,535.2690897785327,1,75.95848491088191,0.0,75.95848491088191,101629.34074588324,True,SPY
2024-06-26,537.5495646226077,535.0553591924952,1,74.19326791582392,0.0,74.19326791582392,101703.53401379906,True,SPY
2024-06-27,539.2364505617328,536.79608127132,1,72.57510311924733,0.0,72.57510311924733,101776.1091169183,True,SPY
2024-06-28,540.9895905863506,538.5013745033959,1,74.00905010489254,187.5454844163073,-113.53643431141478,101662.57268260689,False,SPY
2024-07-01,539.4951861288125,537.0576262243005,1,72.4904749329383,0.0,72.4904749329383,101735.06315753984,True,SPY
2024-07-02,537.602711337623,535.2113849607409,1,71.10548461961343,0.0,71.10548461961343,101806.16864215943,True,SPY
2024-07-03,542.5316781382747,540.106417773069,1,72.11772301986485,0.0,72.11772301986485,101878.28636517932,True,SPY
2024-07-05,545.5442562070549,543.027042087204,1,74.87379071660314,0.0,74.87379071660314,101953.16015589592,True,SPY
2024-07-08,549.1821350264705,546.6704189592533,1,74.70413858598164,0.0,74.70413858598164,102027.8642944819,True,SPY
2024-07-09,549.9810565255383,547.4372841985562,1,75.66544561480555,0.0,75.66544561480555,102103.52974009672,True,SPY
2024-07-10,550.7529327391469,548.1365226783141,1,77.84576965790961,0.0,77.84576965790961,102181.37550975462,True,SPY
2024-07-11,555.0673716855241,552.4161353791275,1,78.8860588351099,265.12363063966404,-186.2375718045541,101995.13793795009,False,SPY
2024-07-12,551.3397886181294,548.7999004830884,1,75.5470984728916,0.0,75.5470984728916,102070.68503642296,True,SPY
2024-07-15,555.6334954324147,552.9385722405494,1,80.1978677538429,0.0,80.1978677538429,102150.8829041768,True,SPY
2024-07-16,556.4579409305029,553.7446545188083,1,80.74854054323026,0.0,80.74854054323026,102231.63144472004,True,SPY
2024-07-17,552.3245242787069,549.368706401453,1,88.05079977521899,60.968052870691736,27.08274690452725,102258.71419162456,True,SPY
2024-07-18,551.9149471842939,548.6664225509192,1,96.87457292346409,324.85246333747,-227.9778904140059,102030.73630121056,False,SPY
2024-07-19,545.8474994181344,542.5160580470799,1,99.39079430994866,200.81439493843615,-101.42360062848752,101929.31270058206,False,SPY
2024-07-22,546.5555486986117,543.5439841772267,1,89.74011495076581,0.0,89.74011495076581,102019.05281553282,True,SPY
2024-07-23,548.0936040363475,545.1119444922251,1,88.83644441455516,0.0,88.83644441455516,102107.88925994738,True,SPY
2024-07-24,542.2039753898397,538.5913089605637,1,107.90263106053573,361.2666429276032,-253.36401186706752,101854.5252480803,False,SPY
2024-07-25,534.750791735496,531.1051166275963,1,108.92248122897712,139.22101925272727,-30.298538023750154,101824.22671005657,False,SPY
2024-07-26,535.8388856951711,532.5941867354368,1,96.79355890687448,0.0,96.79355890687448,101921.02026896345,True,SPY
2024-07-29,539.5170627892234,536.2083608512893,1,98.71824801999908,0.0,98.71824801999908,102019.73851698345,True,SPY
2024-07-30,539.6643566002385,536.1381453623035,1,105.29303679392824,274.9378572894784,-169.64482049555016,101850.09369648788,False,SPY
2024-07-31,542.4617564367561,539.1829475914267,1,97.80892122750087,0.0,97.80892122750087,101947.9026177154,True,SPY
2024-08-01,545.8232517975089,542.0759745328661,1,111.96886965603738,374.7277264642776,-262.7588568082402,101685.14376090714,False,SPY
2024-08-02,528.8245070053882,524.2605617015229,1,136.8571597514304,92.41774155444772,44.43941819698267,101729.58317910411,True,SPY
2024-08-05,503.8982804970106,496.7471951320034,1,216.8539447531813,0.0,216.8539447531813,101946.43712385732,True,SPY
2024-08-06,512.177338816525,506.9448484621777,1,157.40699282838477,0.0,157.40699282838477,102103.8441166857,True,SPY
2024-08-07,521.2911243247208,515.9387576852107,1,161.02985355476136,535.2366639510137,-374.2068103962524,101729.63730628944,False,SPY
2024-08-08,517.1065258314804,512.5677264872564,1,136.14344694684206,0.0,136.14344694684206,101865.78075323628,True,SPY
2024-08-09,523.199734153929,519.2651403868254,1,117.7212557246591,0.0,117.7212557246591,101983.50200896092,True,SPY
2024-08-12,527.5177008803149,523.4846738770973,1,120.6967615266592,0.0,120.6967615266592,102104.1987704876,True,SPY
2024-08-13,530.0171122002686,526.4700379034364,1,105.94982583763368,0.0,105.94982583763368,102210.14859632523,True,SPY
2024-08-14,536.4184863377186,533.2097951451073,1,95.70518069308918,0.0,95.70518069308918,102305.85377701832,True,SPY
2024-08-15,543.0696481557459,540.0132500603471,1,91.09775168654863,0.0,91.09775168654863,102396.95152870489,True,SPY
2024-08-16,545.0031425304187,542.0222261297414,1,88.81958450833878,0.0,88.81958450833878,102485.7711132132,True,SPY
2024-08-19,548.2873083106064,545.3187407660848,1,88.44177539135387,0.0,88.44177539135387,102574.21288860455,True,SPY
2024-08-20,552.5516661601222,549.3095718958583,1,96.67922066977752,0.0,96.67922066977752,102670.89210927434,True,SPY
2024-08-21,553.1313000210783,549.8063379816699,1,99.17906891381703,0.0,99.17906891381703,102770.07117818815,True,SPY
2024-08-22,555.7793970783003,552.1765357809358,1,107.57063358173298,360.28612973645977,-252.7154961547268,102517.35568203343,False,SPY
2024-08-23,552.928835801891,549.6886026233283,1,96.62228729252575,0.0,96.62228729252575,102613.97796932596,True,SPY
2024-08-26,556.511006823667,553.1903284542801,1,99.04246322573442,98.23813353857533,0.804329687159111,102614.78229901312,True,SPY
2024-08-27,552.9257595764092,549.7731428300751,1,93.97957256986588,0.0,93.97957256986588,102708.761871583,True,SPY
2024-08-28,554.4829947867372,550.9783692344315,1,104.6034273625196,142.09220328309584,-37.488775920576245,102671.2730956624,False,SPY
2024-08-29,553.7174296241302,550.5154153807156,1,95.46771858165783,60.59183936614545,34.875879215512384,102706.14897487791,True,SPY
2024-08-30,554.227417797591,551.1551981971706,1,91.55366964708946,0.0,91.55366964708946,102797.70264452502,True,SPY
2024-09-03,553.4478003823855,549.2144948720379,1,126.69145387622648,423.3305510347577,-296.63909715853123,102501.06354736647,False,SPY
2024-09-04,543.2572296251637,538.9820171978829,1,128.00254602425554,0.0,128.00254602425554,102629.06609339076,True,SPY
2024-09-05,544.0554907922249,540.0581113205649,1,119.55809014177134,0.0,119.55809014177134,102748.62418353252,True,SPY
2024-09-06,542.9135874259962,538.4295360087362,1,134.3608367083604,448.4051417259934,-314.044305017633,102434.57987851488,False,SPY
2024-09-09,537.9296639975007,534.066346543831,1,115.50984680748115,0.0,115.50984680748115,102550.08972532237,True,SPY
2024-09-10,541.6242884671617,537.8081729025705,1,114.06723236035106,0.0,114.06723236035106,102664.15695768272,True,SPY
2024-09-11,542.0749055236558,538.5329435610355,1,105.76335508228424,0.0,105.76335508228424,102769.920312765,True,SPY
2024-09-12,548.3605575412364,544.9027063081845,1,103.20427689919428,0.0,103.20427689919428,102873.1245896642,True,SPY
2024-09-13,553.0474416939504,549.6639097170097,1,100.94787356911894,0.0,100.94787356911894,102974.07246323331,True,SPY
2024-09-16,555.0040581917419,551.4900083589793,1,104.8870527693893,0.0,104.8870527693893,103078.95951600272,True,SPY
2024-09-17,558.2835838836999,554.6521561709046,1,108.42837136652577,49.63524383873619,58.79312752778958,103137.7526435305,True,SPY
2024-09-18,556.8874322143333,553.1379835373989,1,112.00382020050624,75.44366088645802,36.56015931404824,103174.31280284456,True,SPY
2024-09-19,564.2327710238487,560.8286063721946,1,101.54610038028552,0.0,101.54610038028552,103275.85890322484,True,SPY
2024-09-20,562.8369961039275,559.478570815773,1,100.16830180389604,0.0,100.16830180389604,103376.02720502872,True,SPY
2024-09-23,564.3462385319949,561.0328605555657,1,98.8056344198327,0.0,98.8056344198327,103474.83283944856,True,SPY
2024-09-24,565.5195884207409,562.303500461388,1,95.86880105827332,0.0,95.86880105827332,103570.70164050684,True,SPY
2024-09-25,566.1721483852998,562.9481771080173,1,96.1052242665886,0.0,96.1052242665886,103666.80686477342,True,SPY
2024-09-26,569.3874454089214,566.1535572570061,1,96.39797663661652,71.78287097026441,24.61510566635212,103691.42197043975,True,SPY
2024-09-27,568.2676230896031,564.7072610506505,1,106.25517101653514,42.27744567906484,63.977725337470304,103755.39969577725,True,SPY
2024-09-30,565.3440069452319,561.8498481737383,1,104.26159446354006,0.0,104.26159446354006,103859.66129024078,True,SPY
2024-10-01,568.0784251060243,564.0382970188912,1,120.77930440778316,306.542461774302,-185.7631573665188,103673.89813287428,False,SPY
2024-10-02,562.471948268498,558.5462027002548,1,117.32850237812472,0.0,117.32850237812472,103791.2266352524,True,SPY
2024-10-03,561.9894961966513,557.7383910586349,1,127.20245156256452,0.0,127.20245156256452,103918.42908681495,True,SPY
2024-10-04,567.0424382939766,563.0201103435293,1,120.24270973020776,0.0,120.24270973020776,104038.67179654515,True,SPY
