date,K_short,K_long,n_contracts,credit,payoff,pnl,capital,win,exit_type
2024-05-21,521.6752261370517,519.3874667530949,1,68.01734101871801,17.004335254679503,51.01300576403851,100051.01300576403,True,tp
2024-05-22,522.9907209486537,520.6142268248551,1,70.67812381766032,106.01718572649048,-35.33906190883016,100015.6739438552,False,sl
2024-05-23,525.2284019568352,522.7487461640785,1,73.77254399617357,110.65881599426035,-36.886271998086784,99978.78767185712,False,sl
2024-05-24,520.2601195912496,517.9651294809439,1,68.2358721582105,17.058968039552624,51.17690411865787,100029.96457597578,True,tp
2024-05-28,522.565296969634,520.0693043055691,1,74.2668707705846,111.4003061558769,-37.1334353852923,99992.8311405905,False,sl
2024-05-29,517.9334019291938,515.1998143333618,1,81.4186796231823,20.354669905795575,61.064009717386725,100053.89515030789,True,tp
2024-05-30,516.775436180674,514.0117673438111,1,82.3262638706268,123.4893958059402,-41.1631319353134,100012.73201837257,False,sl
2024-05-31,515.9823986672703,513.5178487070478,1,73.33131063991374,109.99696595987061,-36.66565531995687,99976.06636305261,False,sl
2024-06-03,521.3181703111611,518.7916052349854,1,75.18716128284666,112.78074192426999,-37.59358064142333,99938.47278241119,False,sl
2024-06-04,518.791468195253,516.2675827720672,1,75.1102117622338,18.77755294055845,56.33265882167535,99994.80544123286,True,tp
2024-06-05,523.0815147393927,520.6390052024444,1,72.65983315961648,18.16495828990412,54.49487486971236,100049.30031610257,True,tp
2024-06-06,527.2345635859448,524.7823851269125,1,72.94475100971454,109.4171265145718,-36.47237550485727,100012.82794059771,False,sl
2024-06-07,525.9629026147747,523.586484593561,1,70.67217945212576,17.66804486303144,53.00413458909432,100065.8320751868,True,tp
2024-06-10,525.4476351852132,522.972758535142,1,73.62871586242363,18.407178965605908,55.221536896817724,100121.05361208362,True,tp
2024-06-11,526.3157741784133,523.8154554240734,1,74.39171738996038,18.597929347490094,55.79378804247028,100176.84740012609,True,tp
2024-06-12,533.8328794140496,531.4563522286824,1,70.66596026683527,17.666490066708818,52.99947020012645,100229.84687032622,True,tp
2024-06-13,535.3393333003628,532.9758502703332,1,70.27286315034189,105.40929472551284,-35.136431575170946,100194.71043875105,False,sl
2024-06-14,533.042634663946,530.547713793153,1,74.22062326187557,18.555155815468893,55.66546744640668,100250.37590619746,True,tp
2024-06-17,534.2177371069412,531.6995825618386,1,74.9168104306591,18.729202607664774,56.18760782299432,100306.56351402045,True,tp
2024-06-18,539.2615477589407,536.8091288974447,1,72.9367061919362,18.23417654798405,54.70252964395215,100361.26604366441,True,tp
2024-06-20,541.4266831001199,538.7687196849446,1,79.10740025314311,118.66110037971467,-39.553700126571556,100321.71234353783,False,sl
2024-06-21,538.197600104415,535.5713662742155,1,78.1584005847634,19.53960014619085,58.61880043857255,100380.33114397641,True,tp
2024-06-24,538.1175284632266,535.4658885781272,1,78.9221316431167,19.730532910779175,59.191598732337525,100439.52274270875,True,tp
2024-06-25,537.8220868577794,535.2690897785327,1,75.95848491088191,18.989621227720477,56.96886368316143,100496.49160639191,True,tp
2024-06-26,537.5495646226077,535.0553591924952,1,74.19326791582392,18.54831697895598,55.64495093686794,100552.13655732878,True,tp
2024-06-27,539.2364505617328,536.79608127132,1,72.57510311924733,18.143775779811833,54.4313273394355,100606.56788466821,True,tp
2024-06-28,540.989529338867,538.5013135376128,1,74.00904172604186,111.01356258906279,-37.00452086302093,100569.5633638052,False,sl
2024-07-01,539.4951861288125,537.0576262243005,1,72.4904749329383,108.73571239940745,-36.24523746646915,100533.31812633872,False,sl
2024-07-02,537.602711337623,535.2113849607409,1,71.10548461961343,17.77637115490336,53.329113464710076,100586.64723980344,True,tp
2024-07-03,542.5317387539485,540.1064781177747,1,72.11773107738395,18.029432769345988,54.08829830803796,100640.73553811148,True,tp
2024-07-05,545.5442562070549,543.027042087204,1,74.87379071660314,18.718447679150785,56.155343037452354,100696.89088114892,True,tp
2024-07-08,549.1821350264705,546.6704189592533,1,74.70413858598164,18.67603464649541,56.02810393948623,100752.91898508841,True,tp
2024-07-09,549.9810565255383,547.4372841985562,1,75.66544561480555,18.916361403701387,56.74908421110416,100809.66806929951,True,tp
2024-07-10,550.7528722858299,548.1364625121869,1,77.84576111318984,19.46144027829746,58.38432083489238,100868.05239013441,True,tp
2024-07-11,555.0673716855241,552.4161353791275,1,78.8860588351099,118.32908825266486,-39.44302941755495,100828.60936071686,False,sl
2024-07-12,551.3397886181294,548.7999004830884,1,75.5470984728916,18.8867746182229,56.660323854668704,100885.26968457153,True,tp
2024-07-15,555.6334954324147,552.9385722405494,1,80.1978677538429,120.29680163076435,-40.09893387692145,100845.1707506946,False,sl
2024-07-16,556.458001627243,553.7447149195914,1,80.74854935103559,20.187137337758898,60.561412013276694,100905.73216270788,True,tp
2024-07-17,552.3244631761029,549.3686456258455,1,88.05079003432184,22.01269750858046,66.03809252574138,100971.77025523363,True,tp
2024-07-18,551.9149471842939,548.6664225509192,1,96.87457292346409,145.31185938519613,-48.43728646173204,100923.3329687719,False,sl
2024-07-19,545.8474994181344,542.5160580470799,1,99.39079430994866,149.086191464923,-49.69539715497433,100873.63757161691,False,sl
2024-07-22,546.5555486986117,543.5439841772267,1,89.74011495076581,22.435028737691454,67.30508621307436,100940.94265782999,True,tp
2024-07-23,548.0936040363475,545.1119444922251,1,88.83644441455516,22.20911110363879,66.62733331091637,101007.5699911409,True,tp
2024-07-24,542.2039753898397,538.5913089605637,1,107.90263106053573,161.8539465908036,-53.95131553026786,100953.61867561063,False,sl
2024-07-25,534.750791735496,531.1051166275963,1,108.92248122897712,163.38372184346568,-54.46124061448856,100899.15743499614,False,sl
2024-07-26,535.8388250553342,532.5941264627961,1,96.79354795293449,24.198386988233622,72.59516096470087,100971.75259596085,True,tp
2024-07-29,539.5170627892234,536.2083608512893,1,98.71824801999907,148.0773720299986,-49.35912400999953,100922.39347195084,False,sl
2024-07-30,539.6643566002385,536.1381453623035,1,105.29303679392825,157.93955519089238,-52.646518396964126,100869.74695355387,False,sl
