date,K_short,K_long,n_contracts,credit,payoff,pnl,capital,win
2024-05-13,440.3694872880491,438.15567043942127,1,65.90421009799314,0.0,65.90421009799314,100065.90421009799,True
2024-05-14,439.0526176830627,436.87456134093907,1,64.83095869277093,0.0,64.83095869277093,100130.73516879075,True
2024-05-15,444.85227508703895,442.8045899636185,1,60.906429911113946,0.0,60.906429911113946,100191.64159870187,True
2024-05-16,449.10023644114654,447.03796746363736,1,61.33884354600667,0.0,61.33884354600667,100252.98044224788,True
2024-05-17,448.5348360467063,446.54631424829313,1,59.126432452026734,0.0,59.126432452026734,100312.10687469991,True
2024-05-20,448.39478577159434,446.3804171161011,1,59.90209085422009,0.0,59.90209085422009,100372.00896555412,True
2024-05-21,449.46656127144416,447.49546643733106,1,58.602591886315736,0.0,58.602591886315736,100430.61155744044,True
2024-05-22,452.4325844340998,450.3767097593593,1,61.14274104859163,0.0,61.14274104859163,100491.75429848903,True
2024-05-23,456.8529817252247,454.6961331268768,1,64.16866751405621,215.68485983478922,-151.516192320733,100340.2381061683,False
2024-05-24,451.69391741268606,449.7013889940908,1,59.242919536920624,0.0,59.242919536920624,100399.48102570522,True
2024-05-28,455.4834413008575,453.30785992436194,1,64.73321146543611,0.0,64.73321146543611,100464.21423717066,True
2024-05-29,451.7184766789555,449.33436316154507,1,71.00975105217913,0.0,71.00975105217913,100535.22398822283,True
2024-05-30,451.7251083240174,449.3093228255227,1,71.9632510781068,241.57854984946994,-169.61529877136314,100365.60868945147,False
2024-05-31,448.14299882330744,446.0024785017293,1,63.68998931493195,17.119706549493685,46.570282765438265,100412.1789722169,True
2024-06-03,450.89730935116955,448.71203851346155,1,65.03070610400243,52.02036382789288,13.010342276109554,100425.18931449302,True
2024-06-04,449.20759074664744,447.02222618347537,1,65.03591391654737,0.0,65.03591391654737,100490.22522840957,True
2024-06-05,454.313461057429,452.19206137090094,1,63.1074495130008,0.0,63.1074495130008,100553.33267792258,True
2024-06-06,460.5070584726293,458.36523096925316,1,63.712766647986996,0.0,63.712766647986996,100617.04544457057,True
2024-06-07,459.32240204294436,457.24708070690417,1,61.71787983939794,0.0,61.71787983939794,100678.76332440997,True
2024-06-10,458.11495001714445,455.9572126577474,1,64.19367645502518,0.0,64.19367645502518,100742.95700086499,True
2024-06-11,459.81330779209105,457.6289160383719,1,64.99197501500902,0.0,64.99197501500902,100807.94897588,True
2024-06-12,468.25398909925417,466.1694072429017,1,61.984975194474146,0.0,61.984975194474146,100869.93395107448,True
2024-06-13,473.9459715913589,471.8535356515202,1,62.2138862783828,12.221060503077297,49.992825775305505,100919.92677684978,True
2024-06-14,472.7028025993672,470.49030399007495,1,65.818931441909,0.0,65.818931441909,100985.7457082917,True
2024-06-17,475.61265556294677,473.3707491507784,1,66.69824058668041,0.0,66.69824058668041,101052.44394887838,True
2024-06-18,481.15161215148856,478.9634619045754,1,65.07716694266747,0.0,65.07716694266747,101117.52111582104,True
