Price,Open,Close,VIX
Ticker,SPY,SPY,^VIX
Date,,,
2024-05-13,515.9926909456875,514.3634033203125,13.600000381469727
2024-05-14,514.5608484174307,516.7233276367188,13.420000076293945
2024-05-15,519.2215783394845,523.1219482421875,12.449999809265137
2024-05-16,523.2207013003554,522.045654296875,12.420000076293945
2024-05-17,522.1640493990103,522.7960205078125,11.989999771118164
2024-05-20,522.9146052465884,523.3984375,12.149999618530273
2024-05-21,522.6282518632279,524.6820678710938,11.859999656677246
2024-05-22,523.9810274842546,523.1713256835938,12.289999961853027
2024-05-23,526.2620025028626,519.3499755859375,12.770000457763672
2024-05-24,521.2162107208669,522.7862548828125,11.930000305175781
2024-05-28,523.6058519754333,523.151611328125,12.920000076293945
2024-05-29,519.0734544486314,519.4881591796875,14.279999732971191
2024-05-30,517.9280829339874,516.0420532226562,14.470000267028809
2024-05-31,517.0097851977956,520.7422485351562,12.920000076293945
2024-06-03,522.3715079503993,521.1668090820312,13.109999656677246
2024-06-04,519.8436524605672,521.7493896484375,13.15999984741211
2024-06-05,524.0995500261425,527.9505004882812,12.630000114440918
2024-06-06,528.2565984124882,527.9406127929688,12.579999923706055
2024-06-07,526.9531905962492,527.298828125,12.220000267028809
2024-06-10,526.4791656084485,528.927978515625,12.739999771118164
2024-06-11,527.3579723988804,530.2017822265625,12.850000381469727
2024-06-12,534.8230835871974,534.5564575195312,12.039999961853027
2024-06-13,536.3240273562978,535.6328125,11.9399995803833
2024-06-14,534.0824723877374,535.9586181640625,12.65999984741211
2024-06-17,535.2673734870664,540.2242431640625,12.75
2024-06-18,540.2834997560115,541.5968017578125,12.300000190734863
2024-06-20,542.5349482088274,540.1256103515625,13.279999732971191
2024-06-21,539.2924747513658,539.4014282226562,13.199999809265137
2024-06-24,539.2230582828091,537.64794921875,13.329999923706055
2024-06-25,538.886299065316,539.7184448242188,12.84000015258789
2024-06-26,538.5890968132603,540.3920288085938,12.550000190734863
2024-06-27,540.2533395091051,541.2439575195312,12.239999771118164
2024-06-28,542.0265552795133,539.1141357421875,12.4399995803833
2024-07-01,540.5108902585941,540.2236328125,12.220000267028809
2024-07-02,538.599012790672,543.8591918945312,12.029999732971191
2024-07-03,543.5422235199119,546.2862548828125,12.09000015258789
2024-07-05,546.5932717248053,549.4363403320312,12.479999542236328
2024-07-08,550.2288458063081,550.0703735351562,12.369999885559082
2024-07-09,551.0411599684893,550.6052856445312,12.510000228881836
2024-07-10,551.8436449505514,556.0537719726562,12.850000381469727
2024-07-11,556.1725813645302,551.2590942382812,12.920000076293945
2024-07-12,552.3983011311424,554.7361450195312,12.460000038146973
2024-07-15,556.7570888076156,556.2617797851562,13.119999885559082
2024-07-16,557.5891048142814,559.5604248046875,13.1899995803833
2024-07-17,553.5573176550379,551.7147827148438,14.479999542236328
2024-07-18,553.2700660994436,547.4749145507812,15.930000305175781
2024-07-19,547.2371678865376,543.83935546875,16.520000457763672
2024-07-22,547.8118060573195,549.4463500976562,14.90999984741211
2024-07-23,549.3372304392366,548.5844116210938,14.720000267028809
2024-07-24,543.7105808194543,536.1521606445312,18.040000915527344
2024-07-25,536.2710007218393,533.3585815429688,18.459999084472656
2024-07-26,537.192383905728,539.3320922851562,16.389999389648438
2024-07-29,540.8972361512061,539.6490478515625,16.600000381469727
2024-07-30,541.1349590395979,536.9149169921875,17.690000534057617
2024-07-31,543.8294859958498,545.642333984375,16.360000610351562
2024-08-01,547.3858336652771,537.91552734375,18.59000015258789
2024-08-02,530.7235665615322,527.9003295898438,23.389999389648438
2024-08-05,506.83980235904284,512.5259399414062,38.56999969482422
2024-08-06,514.348656712232,517.251220703125,27.709999084472656
2024-08-07,523.511906231245,513.7939453125,27.850000381469727
2024-08-08,518.994631875678,525.6714477539062,23.790000915527344
2024-08-09,524.8393438265869,527.989501953125,20.3700008392334
2024-08-12,529.1980901235476,528.2669067382812,20.709999084472656
2024-08-13,531.4962747235434,536.9545288085938,18.1200008392334
2024-08-14,537.7569791487715,538.6485595703125,16.190000534057617
2024-08-15,544.3445900065761,547.881103515625,15.229999542236328
2024-08-16,546.246535635152,549.1094360351562,14.800000190734863
2024-08-19,549.5255203879397,554.3597412109375,14.649999618530273
2024-08-20,553.9041032003555,553.4583129882812,15.880000114440918
2024-08-21,554.5182893635274,555.3602905273438,16.270000457763672
2024-08-22,557.2820707271261,551.0015258789062,17.549999237060547
2024-08-23,554.2804965886761,556.8560791015625,15.859999656677246
2024-08-26,557.896216929936,555.5286254882812,16.149999618530273
2024-08-27,554.240856351132,556.2914428710938,15.430000305175781
2024-08-28,555.944805281924,553.0620727539062,17.110000610351562
2024-08-29,555.0531441896234,553.1115112304688,15.649999618530273
2024-08-30,555.5088687841893,558.3915405273438,15.0
2024-09-03,555.2115675522936,546.9003295898438,20.719999313354492
2024-09-04,545.0380423502995,545.781005859375,21.31999969482422
2024-09-05,545.7215111489124,544.4534912109375,19.899999618530273
2024-09-06,544.7804818962255,535.2903442382812,22.3799991607666
2024-09-09,539.5401323975631,541.2835693359375,19.450000762939453
2024-09-10,543.2152768632277,543.6412353515625,19.079999923706055
2024-09-11,543.5520781692663,549.2183837890625,17.690000534057617
2024-09-12,549.8028664126241,553.8446044921875,17.06999969482422
2024-09-13,554.4588342965648,556.7372436523438,16.559999465942383
2024-09-16,556.4697321910213,557.5594482421875,17.139999389648438
2024-09-17,559.7982156086712,557.7872924804688,17.610000610351562
2024-09-18,558.4510079757443,556.1329956054688,18.229999542236328
2024-09-19,565.6528554754086,565.6231079101562,16.329999923706055
2024-09-20,564.237952213736,564.6453247070312,16.149999618530273
2024-09-23,565.7284114396389,566.0562744140625,15.890000343322754
2024-09-24,566.8611587218248,567.6759643554688,15.390000343322754
2024-09-25,567.5170087741786,566.4239501953125,15.40999984741211
2024-09-26,570.7364392510955,568.6696166992188,15.369999885559082
2024-09-27,569.7527127715928,567.8448486328125,16.959999084472656
2024-09-30,566.8015219435828,570.120361328125,16.729999542236328
2024-10-01,569.7627080586115,565.0130004882812,19.260000228881836
2024-10-02,564.1087352592257,565.2514038085938,18.899999618530273
2024-10-03,563.7609137739149,564.218017578125,20.489999771118164
2024-10-04,568.7193284068038,569.3453369140625,19.209999084472656
2024-10-07,567.6759176917978,564.1981201171875,22.639999389648438
2024-10-08,566.8015023453726,569.5340576171875,21.420000076293945
2024-10-09,569.5241486507804,573.4789428710938,20.860000610351562
2024-10-10,572.117640001393,572.475341796875,20.93000030517578
2024-10-11,572.3958058807981,575.9034423828125,20.459999084472656
2024-10-14,577.5329709112202,580.6133422851562,19.700000762939453
2024-10-15,580.8816580095407,576.1021728515625,20.639999389648438
2024-10-16,576.1022278881695,578.606201171875,19.579999923706055
2024-10-17,582.1932373716321,578.6558227539062,19.110000610351562
2024-10-18,580.3649320688628,580.8816528320312,18.030000686645508
2024-10-21,580.1463096888544,579.927734375,18.3700008392334
2024-10-22,577.3640703837991,579.6196899414062,18.200000762939453
2024-10-23,577.5727623524157,574.323486328125,19.239999771118164
2024-10-24,576.3009089394529,575.5656127929688,19.079999923706055
2024-10-25,577.8212456055562,575.3668823242188,20.329999923706055
2024-10-28,578.8844066451263,577.1455078125,19.799999237060547
2024-10-29,576.1717256033711,578.07958984375,19.34000015258789
2024-10-30,577.6025371982813,576.3306884765625,20.350000381469727
2024-10-31,571.9089227933508,565.0328369140625,23.15999984741211
2024-11-01,567.6958554782392,567.4176025390625,21.8799991607666
2024-11-04,567.5566780058409,566.1953735351562,21.979999542236328
2024-11-05,567.1195331390961,573.041748046875,20.489999771118164
2024-11-06,585.4624164691394,587.2907104492188,16.270000457763672
2024-11-07,589.3178674732238,591.831787109375,15.199999809265137
2024-11-08,592.3881801994943,594.3953857421875,14.9399995803833
2024-11-11,596.0051192162604,594.9617919921875,14.970000267028809
2024-11-12,594.8822634508298,593.1135864257812,14.710000038146973
2024-11-13,593.5805842924092,593.4017333984375,14.020000457763672
2024-11-14,593.5309074092812,589.5860595703125,14.3100004196167
2024-11-15,585.979088998431,582.0343017578125,16.139999389648438
2024-11-18,582.5012570573457,584.4190673828125,15.579999923706055
2024-11-19,581.0009140487828,586.555419921875,16.350000381469727
2024-11-20,586.6349774878298,586.7542114257812,17.15999984741211
2024-11-21,589.6358067130162,589.904052734375,16.8700008392334
2024-11-22,589.8940600229174,591.7323608398438,15.239999771118164
2024-11-25,595.7169296044814,593.7395629882812,14.600000381469727
2024-11-26,595.0014818573266,596.8397827148438,14.100000381469727
2024-11-27,596.6509759062111,595.0313110351562,14.100000381469727
2024-11-29,595.8559795360102,598.7276611328125,13.510000228881836
2024-12-02,599.1449950712815,599.8008422851562,13.34000015258789
2024-12-03,599.5624413961492,600.0791015625,13.300000190734863
2024-12-04,601.7881458096479,603.8052368164062,13.449999809265137
2024-12-05,603.8053020406198,602.8116455078125,13.539999961853027
2024-12-06,603.5866976555247,603.954345703125,12.770000457763672
2024-12-09,603.8351542148879,600.84423828125,14.1899995803833
2024-12-10,601.5298397758172,598.9761352539062,14.180000305175781
2024-12-11,601.9372318289047,603.6065673828125,13.579999923706055
2024-12-12,602.7321871244142,600.4964599609375,13.920000076293945
2024-12-13,602.5533073597338,600.377197265625,13.8100004196167
2024-12-16,602.1558291096032,602.9407958984375,14.6899995803833
2024-12-17,600.3573236481737,600.4566650390625,15.869999885559082
2024-12-18,600.1486460207312,582.5609741210938,27.6200008392334
2024-12-19,587.6087232382334,582.382080078125,24.09000015258789
2024-12-20,580.0252023798975,589.3770751953125,18.360000610351562
2024-12-23,589.1178420766572,592.9064331054688,16.780000686645508
2024-12-24,594.2723074608894,599.49658203125,14.270000457763672
2024-12-26,597.7019907423149,599.5364990234375,14.729999542236328
2024-12-27,595.7478442826339,593.2254638671875,15.949999809265137
2024-12-30,586.1268440800185,586.455810546875,17.399999618530273
2024-12-31,588.1407350043717,584.322265625,17.350000381469727
2025-01-02,587.6223507588766,582.8865966796875,17.93000030517578
2025-01-03,585.7678951902626,590.1746215820312,16.1299991607666
2025-01-06,594.4817066914783,593.5744018554688,16.040000915527344
2025-01-07,595.6282397198856,586.8646240234375,17.81999969482422
2025-01-08,586.9343761474076,587.7219848632812,17.700000762939453
2025-01-10,584.1228111122192,578.7489624023438,19.540000915527344
2025-01-13,574.0431617233518,579.6463012695312,19.190000534057617
2025-01-14,582.6073834279746,580.4439086914062,18.709999084472656
2025-01-15,588.5595329953718,591.002197265625,16.1200008392334
2025-01-16,592.3879811065466,589.8656005859375,16.600000381469727
2025-01-17,595.1696451072651,595.7877807617188,15.970000267028809
2025-01-21,598.8684661853716,601.2413330078125,15.0600004196167
2025-01-22,604.1026949074611,604.6211547851562,15.100000381469727
2025-01-23,603.9830991440912,607.9212646484375,15.020000457763672
2025-01-24,607.981053651763,606.1465454101562,14.850000381469727
2025-01-27,593.0260663058995,597.5723876953125,17.899999618530273
2025-01-28,598.818642579001,602.7069702148438,16.40999984741211
2025-01-29,601.9093107246936,600.0050659179688,16.559999465942383
2025-01-30,602.1486247469728,603.225341796875,15.84000015258789
2025-01-31,605.6779717570167,600.0150146484375,16.43000030517578
2025-02-03,590.8924323868896,595.9771728515625,18.6200008392334
2025-02-04,596.0369934393696,599.9751586914062,17.209999084472656
2025-02-05,598.8385569367734,602.4077758789062,15.770000457763672
2025-02-06,604.172498579845,604.5015258789062,15.5
2025-02-07,605.0698408193554,598.9682006835938,16.540000915527344
2025-02-10,602.2184015940107,603.035888671875,15.8100004196167
2025-02-11,600.7428358535425,603.4945678710938,16.020000457763672
2025-02-12,597.4029183001364,601.5504150390625,15.890000343322754
2025-02-13,602.6670517126223,607.9013061523438,15.100000381469727
2025-02-14,608.1106693810499,607.8713989257812,14.770000457763672
2025-02-18,609.0478499794664,609.656005859375,15.350000381469727
2025-02-19,608.2502469503253,611.0916748046875,15.270000457763672
2025-02-20,609.705871640604,608.5493774414062,15.65999984741211
2025-02-21,608.3300054050101,598.1406860351562,18.209999084472656
2025-02-24,600.2144558088706,595.4188842773438,18.979999542236328
2025-02-25,595.3590701652774,592.457763671875,19.43000030517578
2025-02-26,594.1426816591761,592.7568359375,19.100000381469727
2025-02-27,595.0598849968359,583.2952880859375,21.1299991607666
2025-02-28,583.8038068836951,592.39794921875,19.6299991607666
2025-03-03,594.3919179487391,582.0191650390625,22.780000686645508
2025-03-04,577.9713716824587,575.1298828125,23.510000228881836
2025-03-05,574.9603891205771,581.311279296875,21.93000030517578
2025-03-06,573.7540215413394,570.9923706054688,24.8700008392334
2025-03-07,569.187785314308,574.1926879882812,23.3700008392334
2025-03-10,565.8877282348667,558.8987426757812,27.860000610351562
2025-03-11,557.7222898220398,554.252685546875,26.920000076293945
2025-03-12,560.483938216931,557.19384765625,24.229999542236328
2025-03-13,556.8149774056806,549.7661743164062,24.65999984741211
2025-03-14,554.442091848548,561.1220092773438,21.770000457763672
2025-03-17,561.1020658506349,565.4490356445312,20.510000228881836
2025-03-18,563.1060336846033,559.33740234375,21.700000762939453
2025-03-19,561.141985813832,565.4290771484375,19.899999618530273
2025-03-20,561.6405112658884,563.7940063476562,19.799999237060547
2025-03-21,559.280029296875,563.97998046875,19.280000686645508
2025-03-24,570.7999877929688,574.0800170898438,17.479999542236328
2025-03-25,575.2999877929688,575.4600219726562,17.149999618530273
2025-03-26,575.1900024414062,568.5900268554688,18.329999923706055
2025-03-27,567.1799926757812,567.0800170898438,18.690000534057617
2025-03-28,565.530029296875,555.6599731445312,21.649999618530273
2025-03-31,549.8300170898438,559.3900146484375,22.280000686645508
2025-04-01,557.4500122070312,560.969970703125,21.770000457763672
2025-04-02,555.0499877929688,564.52001953125,21.510000228881836
2025-04-03,545.1099853515625,536.7000122070312,30.020000457763672
2025-04-04,523.6699829101562,505.2799987792969,45.310001373291016
2025-04-07,489.19000244140625,504.3800048828125,46.97999954223633
2025-04-08,521.8599853515625,496.4800109863281,52.33000183105469
2025-04-09,493.44000244140625,548.6199951171875,33.619998931884766
2025-04-10,532.1699829101562,524.5800170898438,40.720001220703125
2025-04-11,523.010009765625,533.9400024414062,37.560001373291016
2025-04-14,544.0499877929688,539.1199951171875,30.889999389648438
2025-04-15,539.6699829101562,537.6099853515625,30.1200008392334
2025-04-16,531.6799926757812,525.6599731445312,32.63999938964844
2025-04-17,527.6400146484375,526.4099731445312,29.649999618530273
2025-04-21,521.1599731445312,513.8800048828125,33.81999969482422
2025-04-22,520.1400146484375,527.25,30.56999969482422
2025-04-23,540.4299926757812,535.4199829101562,28.450000762939453
2025-04-24,536.719970703125,546.6900024414062,26.469999313354492
2025-04-25,546.6500244140625,550.6400146484375,24.84000015258789
2025-04-28,551.3900146484375,550.8499755859375,25.149999618530273
2025-04-29,548.9099731445312,554.3200073242188,24.170000076293945
2025-04-30,547.5700073242188,554.5399780273438,24.700000762939453
2025-05-01,560.3699951171875,558.469970703125,24.600000381469727
2025-05-02,564.72998046875,566.760009765625,22.68000030517578
2025-05-05,562.5700073242188,563.510009765625,23.639999389648438
2025-05-06,557.9299926757812,558.7999877929688,24.760000228881836
2025-05-07,560.1500244140625,561.1500244140625,23.549999237060547
2025-05-08,565.239990234375,565.0599975585938,22.479999542236328
2025-05-09,566.47998046875,564.3400268554688,21.899999618530273
