timestamp,symbol,side,qty,entry,mid,pnl_share,pnl,pnl_pct
2025-06-03T13:36:05.695766,IWM250603P00205000,long,1,0.27,0.40449999999999997,0.13449999999999995,13.449999999999996,
2025-06-03T13:36:05.780988,IWM250603P00206000,short,-1,0.57,0.8,-0.2300000000000001,23.00000000000001,
2025-06-03T13:36:48.860168,IWM250603P00205000,long,1,0.27,0.30500000000000005,0.03500000000000003,3.500000000000003,
2025-06-03T13:36:48.931814,IWM250603P00206000,short,-1,0.57,0.6799999999999999,-0.10999999999999999,10.999999999999998,
2025-06-03T13:41:18.579797,IWM250603P00205000,long,1,0.27,0.2245,-0.04550000000000001,-4.550000000000002,
2025-06-03T13:41:18.656370,IWM250603P00206000,short,-1,0.57,0.565,0.0050000000000000044,-0.5000000000000004,
2025-06-03T13:42:01.529157,IWM250603P00205000,long,2,0.26,0.21000000000000002,-0.04999999999999999,-9.999999999999998,
2025-06-03T13:42:01.655931,IWM250603P00206000,short,-2,0.55,0.525,0.025000000000000022,-5.000000000000004,
2025-06-03T13:46:30.919211,IWM250603P00205000,long,3,0.246667,0.215,-0.031667,-9.5001,
2025-06-03T13:46:31.000557,IWM250603P00206000,short,-3,0.523333,0.4645,0.058833000000000024,-17.649900000000006,
2025-06-03T13:47:14.026837,IWM250603P00205000,long,3,0.246667,0.185,-0.061667,-18.5001,
2025-06-03T13:47:14.098750,IWM250603P00206000,short,-3,0.523333,0.46499999999999997,0.05833300000000008,-17.499900000000025,
2025-06-03T13:51:43.330860,IWM250603P00205000,long,3,0.246667,0.215,-0.031667,-9.5001,
2025-06-03T13:51:43.401448,IWM250603P00206000,short,-3,0.523333,0.5045,0.0188330000000001,-5.64990000000003,
2025-06-03T13:52:26.673150,IWM250603P00205000,long,4,0.2425,0.215,-0.027499999999999997,-10.999999999999998,
2025-06-03T13:52:26.747369,IWM250603P00206000,short,-4,0.515,0.4545,0.0605,-24.2,
2025-06-03T13:56:56.179980,IWM250603P00205000,long,5,0.24,0.255,0.015000000000000013,7.500000000000007,
2025-06-03T13:56:56.261542,IWM250603P00206000,short,-5,0.508,0.53,-0.02200000000000002,11.00000000000001,
2025-06-03T13:57:39.213477,IWM250603P00205000,long,5,0.24,0.215,-0.024999999999999994,-12.499999999999996,
2025-06-03T13:57:39.287628,IWM250603P00206000,short,-5,0.508,0.45999999999999996,0.04800000000000004,-24.00000000000002,
2025-06-03T14:02:09.011074,IWM250603P00205000,long,6,0.233333,0.255,0.021666999999999992,13.000199999999996,
2025-06-03T14:02:09.098052,IWM250603P00206000,short,-6,0.5,0.55,-0.050000000000000044,30.00000000000003,
2025-06-03T14:02:52.152793,IWM250603P00205000,long,6,0.233333,0.20450000000000002,-0.028832999999999998,-17.299799999999998,
2025-06-03T14:02:52.243538,IWM250603P00206000,short,-6,0.5,0.495,0.0050000000000000044,-3.0000000000000027,
2025-06-03T14:07:22.070119,IWM250603P00205000,long,7,0.228571,0.2245,-0.004070999999999991,-2.849699999999994,
2025-06-03T14:07:22.145007,IWM250603P00206000,short,-7,0.495714,0.5900000000000001,-0.09428600000000009,66.00020000000006,
2025-06-03T14:08:04.859770,IWM250603P00205000,long,7,0.228571,0.325,0.09642900000000001,67.50030000000001,
2025-06-03T14:08:04.938642,IWM250603P00206000,short,-7,0.495714,0.77,-0.27428600000000003,192.0002,
2025-06-03T14:12:34.907162,IWM250603P00205000,long,7,0.228571,0.165,-0.06357099999999999,-44.49969999999999,
2025-06-03T14:12:35.080501,IWM250603P00206000,short,-7,0.495714,0.495,0.0007139999999999924,-0.4997999999999947,
2025-06-03T14:13:17.546771,IWM250603P00205000,long,7,0.228571,0.175,-0.05357100000000001,-37.499700000000004,
2025-06-03T14:13:17.627227,IWM250603P00206000,short,-7,0.495714,0.425,0.070714,-49.4998,
2025-06-03T14:17:47.993015,IWM250603P00205000,long,8,0.22375,0.165,-0.05875,-47.0,
2025-06-03T14:17:48.068457,IWM250603P00206000,short,-8,0.49,0.39949999999999997,0.09050000000000002,-72.40000000000002,
2025-06-03T14:18:30.697259,IWM250603P00205000,long,8,0.22375,0.14500000000000002,-0.07874999999999999,-62.999999999999986,
2025-06-03T14:18:30.768997,IWM250603P00206000,short,-8,0.49,0.30500000000000005,0.18499999999999994,-147.99999999999994,
2025-06-03T14:23:00.586881,IWM250603P00205000,long,8,0.22375,0.07500000000000001,-0.14875,-119.0,
2025-06-03T14:23:00.664564,IWM250603P00206000,short,-8,0.49,0.265,0.22499999999999998,-179.99999999999997,
2025-06-03T14:23:43.644288,IWM250603P00205000,long,8,0.22375,0.10500000000000001,-0.11875,-95.0,
2025-06-03T14:23:43.719767,IWM250603P00206000,short,-8,0.49,0.215,0.275,-220.00000000000003,
2025-06-03T14:28:13.481213,IWM250603P00205000,long,8,0.22375,0.095,-0.12875,-103.0,
2025-06-03T14:28:13.557553,IWM250603P00206000,short,-8,0.49,0.20500000000000002,0.285,-227.99999999999997,
2025-06-03T14:28:56.423852,IWM250603P00205000,long,8,0.22375,0.035,-0.18875,-151.0,
2025-06-03T14:28:56.502877,IWM250603P00206000,short,-7,0.49,0.165,0.32499999999999996,-227.49999999999994,
2025-06-03T14:28:56.578728,IWM250603P00207000,short,-1,0.41,0.375,0.034999999999999976,-3.4999999999999973,
2025-06-03T14:33:26.902550,IWM250603P00205000,long,8,0.22375,0.08499999999999999,-0.13875,-111.00000000000001,
2025-06-03T14:33:26.976030,IWM250603P00206000,short,-7,0.49,0.135,0.355,-248.5,
2025-06-03T14:33:27.052982,IWM250603P00207000,short,-1,0.41,0.425,-0.015000000000000013,1.5000000000000013,
2025-06-03T14:34:09.395189,IWM250603P00205000,long,8,0.22375,0.07500000000000001,-0.14875,-119.0,
