timestamp,symbol,side,qty,entry,mid,pnl_share,pnl,pnl_pct
2025-05-28T06:32:22.432842,IWM250528P00207000,long,1,0.38,0.48,0.09999999999999998,9.999999999999998,
2025-05-28T06:32:22.508281,IWM250528P00208000,short,-1,0.72,0.895,-0.17500000000000004,17.500000000000004,
2025-05-28T06:32:22.616384,QQQ250528P00520000,long,1,1.24,1.3450000000000002,0.1050000000000002,10.500000000000021,
2025-05-28T06:32:22.695764,QQQ250528P00521000,short,-1,1.54,1.76,-0.21999999999999997,21.999999999999996,
2025-05-28T06:32:22.768564,SPY250528P00590000,long,1,1.21,1.315,0.10499999999999998,10.499999999999998,
2025-05-28T06:32:22.860047,SPY250528P00591000,short,-1,1.56,1.6749999999999998,-0.11499999999999977,11.499999999999977,
2025-05-28T06:34:37.137798,IWM250528P00207000,long,2,0.41,0.4495,0.039500000000000035,7.9000000000000075,
2025-05-28T06:34:37.215201,IWM250528P00208000,short,-2,0.78,0.8795,-0.09949999999999992,19.899999999999984,
2025-05-28T06:34:37.293360,QQQ250528P00520000,long,2,1.31,1.17,-0.14000000000000012,-28.000000000000025,
2025-05-28T06:34:37.368727,QQQ250528P00521000,short,-2,1.64,1.4849999999999999,0.15500000000000003,-31.000000000000007,
2025-05-28T06:34:37.450252,SPY250528P00590000,long,2,1.26,1.1549999999999998,-0.1050000000000002,-21.000000000000043,
2025-05-28T06:34:37.525119,SPY250528P00591000,short,-2,1.63,1.5150000000000001,0.11499999999999977,-22.999999999999954,
2025-05-28T06:36:51.551531,IWM250528P00207000,long,3,0.416667,0.4995,0.08283299999999999,24.849899999999998,
2025-05-28T06:36:51.630089,IWM250528P00208000,short,-3,0.8,0.9795,-0.1795,53.849999999999994,
2025-05-28T06:36:51.709191,QQQ250528P00520000,long,2,1.31,1.125,-0.18500000000000005,-37.000000000000014,
2025-05-28T06:36:51.789148,QQQ250528P00521000,short,-1,1.64,1.41,0.22999999999999998,-23.0,
2025-05-28T06:36:51.864730,QQQ250528P00522000,short,-1,1.9,1.84,0.05999999999999983,-5.999999999999983,
2025-05-28T06:36:51.941228,SPY250528P00590000,long,3,1.22,1.1150000000000002,-0.10499999999999976,-31.49999999999993,
2025-05-28T06:36:52.016364,SPY250528P00591000,short,-3,1.583333,1.47,0.11333300000000013,-33.99990000000004,
2025-05-28T06:39:08.872189,IWM250528P00207000,long,3,0.416667,0.45999999999999996,0.043332999999999955,12.999899999999986,
2025-05-28T06:39:08.950807,IWM250528P00208000,short,-3,0.8,0.99,-0.18999999999999995,56.999999999999986,
2025-05-28T06:39:09.021992,QQQ250528P00520000,long,2,1.31,1.0750000000000002,-0.23499999999999988,-46.99999999999997,
2025-05-28T06:39:09.112016,QQQ250528P00522000,short,-2,1.84,1.69,0.15000000000000013,-30.00000000000003,
2025-05-28T06:39:09.187377,SPY250528P00590000,long,4,1.1875,1.0550000000000002,-0.13249999999999984,-52.999999999999936,
2025-05-28T06:39:09.265136,SPY250528P00591000,short,-4,1.5425,1.35,0.1924999999999999,-76.99999999999996,
2025-05-28T06:41:23.246290,IWM250528P00207000,long,3,0.416667,0.53,0.11333300000000002,33.999900000000004,
2025-05-28T06:41:23.323829,IWM250528P00208000,short,-3,0.8,1.065,-0.2649999999999999,79.49999999999997,
2025-05-28T06:41:23.397076,QQQ250528P00520000,long,2,1.31,1.005,-0.30500000000000016,-61.00000000000003,
2025-05-28T06:41:23.471331,QQQ250528P00521000,long,1,1.3,1.245,-0.05499999999999994,-5.499999999999994,
2025-05-28T06:41:23.549587,QQQ250528P00522000,short,-3,1.773333,1.59,0.18333299999999997,-54.99989999999999,
2025-05-28T06:41:23.620351,SPY250528P00590000,long,4,1.1875,1.0145,-0.17300000000000004,-69.20000000000002,
2025-05-28T06:41:23.700300,SPY250528P00591000,short,-3,1.5425,1.335,0.20750000000000002,-62.25000000000001,
2025-05-28T06:41:23.773970,SPY250528P00592000,short,-1,1.78,1.7095,0.07050000000000001,-7.050000000000001,
2025-05-28T06:43:37.890411,IWM250528P00206000,long,1,0.27,0.265,-0.0050000000000000044,-0.5000000000000004,
2025-05-28T06:43:37.976942,IWM250528P00207000,long,2,0.416667,0.595,0.17833299999999996,35.666599999999995,
2025-05-28T06:43:38.051029,IWM250528P00208000,short,-3,0.8,1.165,-0.365,109.5,
2025-05-28T06:43:38.146613,QQQ250528P00520000,long,2,1.31,0.965,-0.3450000000000001,-69.00000000000001,
2025-05-28T06:43:38.224538,QQQ250528P00521000,long,2,1.305,1.27,-0.03499999999999992,-6.999999999999984,
2025-05-28T06:43:38.302932,QQQ250528P00522000,short,-4,1.7425,1.59,0.15249999999999986,-60.99999999999994,
2025-05-28T06:43:38.380278,SPY250528P00590000,long,4,1.1875,0.9744999999999999,-0.21300000000000008,-85.20000000000003,
2025-05-28T06:43:38.453297,SPY250528P00591000,short,-2,1.5425,1.2850000000000001,0.25749999999999984,-51.49999999999997,
2025-05-28T06:43:38.551464,SPY250528P00592000,short,-2,1.735,1.6749999999999998,0.060000000000000275,-12.000000000000055,
2025-05-28T06:45:52.902459,IWM250528P00206000,long,2,0.275,0.295,0.019999999999999962,3.9999999999999925,
2025-05-28T06:45:52.989201,IWM250528P00207000,long,1,0.416667,0.5700000000000001,0.15333300000000005,15.333300000000005,
2025-05-28T06:45:53.069914,IWM250528P00208000,short,-3,0.8,1.1400000000000001,-0.3400000000000001,102.00000000000003,
2025-05-28T06:45:53.149529,QQQ250528P00520000,long,2,1.31,1.14,-0.17000000000000015,-34.00000000000003,
2025-05-28T06:45:53.232192,QQQ250528P00521000,long,3,1.293333,1.46,0.1666669999999999,50.00009999999997,
2025-05-28T06:45:53.316802,QQQ250528P00522000,short,-5,1.714,1.865,-0.15100000000000002,75.50000000000001,
2025-05-28T06:45:53.394391,SPY250528P00590000,long,4,1.1875,1.0550000000000002,-0.13249999999999984,-52.999999999999936,
2025-05-28T06:45:53.475834,SPY250528P00591000,short,-1,1.5425,1.3650000000000002,0.17749999999999977,-17.74999999999998,
2025-05-28T06:45:53.549625,SPY250528P00592000,short,-3,1.706667,1.7845,-0.07783300000000004,23.349900000000012,
2025-05-28T06:48:07.828630,IWM250528P00206000,long,3,0.276667,0.27,-0.0066669999999999785,-2.0000999999999935,
2025-05-28T06:48:07.915051,IWM250528P00208000,short,-3,0.8,1.1150000000000002,-0.31500000000000017,94.50000000000006,
2025-05-28T06:48:07.993088,QQQ250528P00520000,long,2,1.31,1.28,-0.030000000000000027,-6.000000000000005,
2025-05-28T06:48:08.077893,QQQ250528P00521000,long,4,1.335,1.6400000000000001,0.30500000000000016,122.00000000000006,
2025-05-28T06:48:08.150626,QQQ250528P00522000,short,-6,1.733333,2.0999999999999996,-0.36666699999999963,220.00019999999978,
2025-05-28T06:48:08.223685,SPY250528P00590000,long,5,1.162,1.2149999999999999,0.052999999999999936,26.499999999999968,
2025-05-28T06:48:08.298217,SPY250528P00591000,short,-2,1.46625,1.585,-0.11874999999999991,23.749999999999982,
2025-05-28T06:48:08.378317,SPY250528P00592000,short,-3,1.706667,2.0300000000000002,-0.3233330000000003,96.9999000000001,
2025-05-28T06:50:23.019182,IWM250528P00206000,long,4,0.2725,0.33999999999999997,0.06749999999999995,26.99999999999998,
2025-05-28T06:50:23.101013,IWM250528P00207000,short,-1,0.54,0.695,-0.15499999999999992,15.499999999999991,
2025-05-28T06:50:23.179448,IWM250528P00208000,short,-3,0.8,1.27,-0.47,141.0,
2025-05-28T06:50:23.267071,QQQ250528P00520000,long,3,1.306667,1.545,0.2383329999999999,71.49989999999997,
2025-05-28T06:50:23.348625,QQQ250528P00521000,long,3,1.335,1.87,0.5350000000000001,160.50000000000006,
2025-05-28T06:50:23.424099,QQQ250528P00522000,short,-6,1.733333,2.425,-0.6916669999999998,415.0001999999999,
2025-05-28T06:50:23.504636,SPY250528P00590000,long,6,1.168333,1.4249999999999998,0.25666699999999976,154.00019999999986,
2025-05-28T06:50:23.589717,SPY250528P00591000,short,-3,1.4975,1.8944999999999999,-0.3969999999999998,119.09999999999994,
2025-05-28T06:50:23.665426,SPY250528P00592000,short,-3,1.706667,2.3200000000000003,-0.6133330000000004,183.9999000000001,
