date,K_short,K_long,n_contracts,credit,payoff,pnl,capital,win,exit_type
2024-05-22,522.9907209486537,520.6142268248551,1,70.67812381766032,106.01718572649048,-35.33906190883016,99964.66093809117,False,sl
2024-05-23,525.2284019568352,522.7487461640785,1,73.77254399617357,110.65881599426035,-36.886271998086784,99927.77466609309,False,sl
2024-05-24,520.2601803314801,517.9651899532349,1,68.2358801247318,17.05897003118295,51.176910093548855,99978.95157618664,True,tp
2024-05-28,522.565296969634,520.0693043055691,1,74.2668707705846,111.4003061558769,-37.1334353852923,99941.81814080135,False,sl
2024-05-29,517.933462781673,515.1998748646693,1,81.41868918914383,20.35467229728596,61.064016891857875,100002.88215769321,True,tp
2024-05-30,516.7753750587837,514.0117065487952,1,82.32625413344294,123.48938120016442,-41.16312706672147,99961.71903062648,False,sl
2024-05-31,515.9823986672703,513.5178487070478,1,73.33131063991374,109.99696595987061,-36.66565531995687,99925.05337530652,False,sl
2024-06-03,521.3181703111611,518.7916052349854,1,75.18716128284666,112.78074192426999,-37.59358064142333,99887.4597946651,False,sl
2024-06-04,518.791468195253,516.2675827720672,1,75.1102117622338,18.77755294055845,56.33265882167535,99943.79245348678,True,tp
2024-06-05,523.0814542671288,520.6389450125536,1,72.659824759576,18.164956189894,54.494868569682,99998.28732205647,True,tp
2024-06-06,527.2346245394747,524.7824457969463,1,72.94475944284784,109.41713916427176,-36.47237972142392,99961.81494233504,False,sl
2024-06-07,525.9629634953038,523.5865451990182,1,70.67218763247212,17.66804690811803,53.00414072435409,100014.8190830594,True,tp
2024-06-10,525.4476351852132,522.972758535142,1,73.62871586242363,18.407178965605908,55.221536896817724,100070.04061995621,True,tp
2024-06-11,526.3157741784133,523.8154554240734,1,74.39171738996038,18.597929347490094,55.79378804247028,100125.83440799869,True,tp
2024-06-12,533.8329403665954,531.4564129098786,1,70.66596833541183,17.666492083852958,52.999476251558875,100178.83388425024,True,tp
2024-06-13,535.3393333003628,532.9758502703332,1,70.27286315034189,105.40929472551284,-35.136431575170946,100143.69745267507,False,sl
2024-06-14,533.0425739608698,530.5476533741993,1,74.22061480960735,18.55515370240184,55.665461107205516,100199.36291378227,True,tp
2024-06-17,534.2177371069412,531.6995825618386,1,74.9168104306591,18.729202607664774,56.18760782299432,100255.55052160527,True,tp
2024-06-18,539.2615477589407,536.8091288974447,1,72.9367061919362,18.23417654798405,54.70252964395215,100310.25305124922,True,tp
2024-06-20,541.4266219179332,538.7686588031124,1,79.10739131386748,118.66108697080122,-39.55369565693374,100270.6993555923,False,sl
2024-06-21,538.197539205483,535.5713056724511,1,78.15839174086392,19.53959793521598,58.61879380564794,100329.31814939795,True,tp
2024-06-24,538.1175284632266,535.4658885781272,1,78.9221316431167,19.730532910779175,59.191598732337525,100388.5097481303,True,tp
2024-06-25,537.8220868577794,535.2690897785327,1,75.95848491088191,18.989621227720477,56.96886368316143,100445.47861181345,True,tp
2024-06-26,537.5495646226077,535.0553591924952,1,74.19326791582392,18.54831697895598,55.64495093686794,100501.12356275032,True,tp
2024-06-27,539.2364505617328,536.79608127132,1,72.57510311924733,18.143775779811833,54.4313273394355,100555.55489008976,True,tp
2024-06-28,540.989529338867,538.5013135376128,1,74.00904172604186,111.01356258906279,-37.00452086302093,100518.55036922674,False,sl
2024-07-01,539.4951861288125,537.0576262243005,1,72.4904749329383,108.73571239940745,-36.24523746646915,100482.30513176027,False,sl
2024-07-02,537.6027716706393,535.2114450253881,1,71.10549259950147,17.77637314987537,53.329119449626106,100535.63425120989,True,tp
2024-07-03,542.5317387539485,540.1064781177747,1,72.11773107738395,18.029432769345988,54.08829830803796,100589.72254951793,True,tp
2024-07-05,545.5441956042647,543.0269817640432,1,74.87378239911067,18.718445599777667,56.155336799333,100645.87788631726,True,tp
2024-07-08,549.1821959630688,546.6704796171547,1,74.70414687506519,18.676036718766298,56.028110156298894,100701.90599647356,True,tp
2024-07-09,549.9809955595853,547.4372235145829,1,75.66543722721661,18.916359306804154,56.74907792041246,100758.65507439397,True,tp
2024-07-10,550.7529327391469,548.1365226783141,1,77.84576965790961,19.461442414477403,58.38432724343221,100817.0394016374,True,tp
2024-07-11,555.0673716855241,552.4161353791275,1,78.8860588351099,118.32908825266486,-39.44302941755495,100777.59637221985,False,sl
