timestamp,symbol,side,qty,avg_entry_price,cost_basis,unrealized_pl,unrealized_plpc
2025-06-16T14:51:42.425746,QQQ250616P00535000,short,-284,1.02669,-29158,,
2025-06-16T14:51:42.425749,SPY250616P00602000,long,78,0.521538,4068,,
2025-06-16T14:51:42.425750,SPY250616P00603000,long,4,0.60378,241.5122,,
2025-06-16T14:51:42.425752,SPY250616P00604000,short,-82,1.109878,-9101,,
2025-06-16T14:52:56.672499,QQQ250616P00533000,long,107,0.368972,3948,,
2025-06-16T14:52:56.672521,QQQ250616P00534000,long,177,0.566702,10030.6307,,
2025-06-16T14:52:56.672524,QQQ250616P00535000,short,-284,1.02669,-29158,,
2025-06-16T14:52:56.672529,SPY250616P00602000,long,78,0.521538,4068,,
2025-06-16T14:52:56.672532,SPY250616P00603000,long,4,0.60378,241.5122,,
2025-06-16T14:52:56.672534,SPY250616P00604000,short,-82,1.109878,-9101,,
2025-06-16T14:54:27.505068,QQQ250616P00533000,long,114,0.364123,4151,,
2025-06-16T14:54:27.505080,QQQ250616P00534000,long,170,0.566702,9633.9391,,
2025-06-16T14:54:27.505082,QQQ250616P00535000,short,-284,1.02669,-29158,,
2025-06-16T14:54:27.505084,SPY250616P00602000,long,78,0.521538,4068,,
2025-06-16T14:54:27.505086,SPY250616P00603000,long,4,0.60378,241.5122,,
2025-06-16T14:54:27.505088,SPY250616P00604000,short,-82,1.109878,-9101,,
2025-06-16T14:55:41.906931,QQQ250616P00533000,long,114,0.364123,4151,,
2025-06-16T14:55:41.906956,QQQ250616P00534000,long,170,0.566702,9633.9391,,
2025-06-16T14:55:41.906959,QQQ250616P00535000,short,-284,1.02669,-29158,,
2025-06-16T14:55:41.906961,SPY250616P00602000,long,78,0.521538,4068,,
2025-06-16T14:55:41.906963,SPY250616P00603000,long,4,0.60378,241.5122,,
2025-06-16T14:55:41.906965,SPY250616P00604000,short,-82,1.109878,-9101,,
2025-06-16T14:56:55.901004,QQQ250616P00533000,long,114,0.364123,4151,,
2025-06-16T14:56:55.901017,QQQ250616P00534000,long,170,0.566702,9633.9391,,
2025-06-16T14:56:55.901020,QQQ250616P00535000,short,-284,1.02669,-29158,,
2025-06-16T14:56:55.901022,SPY250616P00602000,long,78,0.521538,4068,,
2025-06-16T14:56:55.901023,SPY250616P00603000,long,4,0.60378,241.5122,,
2025-06-16T14:56:55.901025,SPY250616P00604000,short,-82,1.109878,-9101,,
2025-06-16T14:58:10.106260,QQQ250616P00533000,long,114,0.364123,4151,,
2025-06-16T14:58:10.106273,QQQ250616P00534000,long,170,0.566702,9633.9391,,
2025-06-16T14:58:10.106276,QQQ250616P00535000,short,-284,1.02669,-29158,,
2025-06-16T14:58:10.106278,SPY250616P00602000,long,78,0.521538,4068,,
2025-06-16T14:58:10.106280,SPY250616P00603000,long,4,0.60378,241.5122,,
2025-06-16T14:58:10.106282,SPY250616P00604000,short,-82,1.109878,-9101,,
2025-06-16T14:59:42.720018,QQQ250616P00533000,long,114,0.364123,4151,,
2025-06-16T14:59:42.720044,QQQ250616P00534000,long,170,0.566702,9633.9391,,
2025-06-16T14:59:42.720047,QQQ250616P00535000,short,-284,1.02669,-29158,,
2025-06-16T14:59:42.720049,SPY250616P00602000,long,78,0.521538,4068,,
2025-06-16T14:59:42.720051,SPY250616P00603000,long,4,0.60378,241.5122,,
2025-06-16T14:59:42.720053,SPY250616P00604000,short,-82,1.109878,-9101,,
2025-06-16T15:00:56.696029,QQQ250616P00533000,long,114,0.364123,4151,,
2025-06-16T15:00:56.696045,QQQ250616P00534000,long,170,0.566702,9633.9391,,
2025-06-16T15:00:56.696048,QQQ250616P00535000,short,-284,1.02669,-29158,,
2025-06-16T15:00:56.696050,SPY250616P00602000,long,78,0.521538,4068,,
2025-06-16T15:00:56.696052,SPY250616P00603000,long,4,0.60378,241.5122,,
2025-06-16T15:00:56.696053,SPY250616P00604000,short,-82,1.109878,-9101,,
2025-06-16T15:02:10.712400,QQQ250616P00533000,long,114,0.364123,4151,,
2025-06-16T15:02:10.712418,QQQ250616P00534000,long,170,0.566702,9633.9391,,
2025-06-16T15:02:10.712421,QQQ250616P00535000,short,-284,1.02669,-29158,,
2025-06-16T15:02:10.712423,SPY250616P00602000,long,78,0.521538,4068,,
2025-06-16T15:02:10.712425,SPY250616P00603000,long,4,0.60378,241.5122,,
2025-06-16T15:02:10.712427,SPY250616P00604000,short,-82,1.109878,-9101,,
2025-06-16T15:03:24.722527,QQQ250616P00533000,long,114,0.364123,4151,,
2025-06-16T15:03:24.722539,QQQ250616P00534000,long,170,0.566702,9633.9391,,
2025-06-16T15:03:24.722542,QQQ250616P00535000,short,-284,1.02669,-29158,,
2025-06-16T15:03:24.722548,SPY250616P00602000,long,78,0.521538,4068,,
2025-06-16T15:03:24.722551,SPY250616P00603000,long,4,0.60378,241.5122,,
2025-06-16T15:03:24.722553,SPY250616P00604000,short,-82,1.109878,-9101,,
2025-06-16T15:04:39.251626,QQQ250616P00533000,long,114,0.364123,4151,,
2025-06-16T15:04:39.251637,QQQ250616P00534000,long,170,0.566702,9633.9391,,
2025-06-16T15:04:39.251639,QQQ250616P00535000,short,-284,1.02669,-29158,,
2025-06-16T15:04:39.251642,SPY250616P00602000,long,78,0.521538,4068,,
2025-06-16T15:04:39.251644,SPY250616P00603000,long,4,0.60378,241.5122,,
2025-06-16T15:04:39.251645,SPY250616P00604000,short,-82,1.109878,-9101,,
2025-06-16T15:05:53.788298,QQQ250616P00533000,long,114,0.364123,4151,,
2025-06-16T15:05:53.788318,QQQ250616P00534000,long,170,0.566702,9633.9391,,
2025-06-16T15:05:53.788321,QQQ250616P00535000,short,-284,1.02669,-29158,,
2025-06-16T15:05:53.788324,SPY250616P00602000,long,78,0.521538,4068,,
2025-06-16T15:05:53.788326,SPY250616P00603000,long,4,0.60378,241.5122,,
2025-06-16T15:05:53.788327,SPY250616P00604000,short,-82,1.109878,-9101,,
2025-06-16T15:07:08.232779,QQQ250616P00533000,long,114,0.364123,4151,,
2025-06-16T15:07:08.232790,QQQ250616P00534000,long,170,0.566702,9633.9391,,
2025-06-16T15:07:08.232793,QQQ250616P00535000,short,-284,1.02669,-29158,,
2025-06-16T15:07:08.232795,SPY250616P00602000,long,78,0.521538,4068,,
2025-06-16T15:07:08.232797,SPY250616P00603000,long,4,0.60378,241.5122,,
2025-06-16T15:07:08.232799,SPY250616P00604000,short,-82,1.109878,-9101,,
2025-06-16T15:08:22.837220,QQQ250616P00533000,long,114,0.364123,4151,,
2025-06-16T15:08:22.837231,QQQ250616P00534000,long,170,0.566702,9633.9391,,
2025-06-16T15:08:22.837234,QQQ250616P00535000,short,-284,1.02669,-29158,,
2025-06-16T15:08:22.837236,SPY250616P00602000,long,78,0.521538,4068,,
2025-06-16T15:08:22.837238,SPY250616P00603000,long,4,0.60378,241.5122,,
2025-06-16T15:08:22.837240,SPY250616P00604000,short,-82,1.109878,-9101,,
2025-06-16T15:10:33.320250,QQQ250616P00533000,long,114,0.364123,4151,,
2025-06-16T15:10:33.335785,QQQ250616P00534000,long,170,0.566702,9633.9391,,
2025-06-16T15:10:33.346364,QQQ250616P00535000,short,-284,1.02669,-29158,,
2025-06-16T15:10:33.347913,SPY250616P00602000,long,78,0.521538,4068,,
2025-06-16T15:10:33.347919,SPY250616P00603000,long,4,0.60378,241.5122,,
2025-06-16T15:10:33.347922,SPY250616P00604000,short,-82,1.109878,-9101,,
