timestamp,symbol,side,qty,entry,mid,pnl_share,pnl,pnl_pct,cumulative_pnl
2025-06-16T13:35:47.426423,QQQ250616P00534000,long,9,0.48,0.55,0.07000000000000006,63.00000000000006,,0.0
2025-06-16T13:35:47.500818,QQQ250616P00535000,short,-9,0.86,0.985,-0.125,112.5,,0.0
2025-06-16T13:35:47.581752,SPY250616P00603000,long,10,0.55,0.595,0.04499999999999993,44.99999999999993,,0.0
2025-06-16T13:35:47.656294,SPY250616P00604000,short,-10,1.01,1.1549999999999998,-0.1449999999999998,144.9999999999998,,0.0
2025-06-16T13:37:01.478742,QQQ250616P00534000,long,18,0.5,0.46950000000000003,-0.03049999999999997,-54.89999999999995,,0.0
2025-06-16T13:37:01.553815,QQQ250616P00535000,short,-18,0.895,0.92,-0.025000000000000022,45.00000000000004,,0.0
2025-06-16T13:37:01.631027,SPY250616P00603000,long,19,0.573684,0.575,0.0013159999999999838,2.5003999999999693,,0.0
2025-06-16T13:37:01.705099,SPY250616P00604000,short,-19,1.047895,1.0950000000000002,-0.047105000000000175,89.49950000000032,,0.0
2025-06-16T13:38:15.303545,QQQ250616P00534000,long,27,0.496667,0.53,0.033333,89.9991,,0.0
2025-06-16T13:38:15.398949,QQQ250616P00535000,short,-27,0.893333,0.965,-0.07166699999999993,193.5008999999998,,0.0
2025-06-16T13:38:15.473469,SPY250616P00603000,long,28,0.578929,0.675,0.09607100000000002,268.9988000000001,,0.0
2025-06-16T13:38:15.545631,SPY250616P00604000,short,-28,1.058214,1.21,-0.15178599999999998,425.0007999999999,,0.0
2025-06-16T13:39:28.958642,QQQ250616P00534000,long,36,0.495,0.475,-0.020000000000000018,-72.00000000000006,,0.0
2025-06-16T13:39:29.033995,QQQ250616P00535000,short,-36,0.89,0.9095,-0.019499999999999962,70.19999999999986,,0.0
2025-06-16T13:39:29.108132,SPY250616P00603000,long,37,0.584054,0.615,0.03094600000000003,114.50020000000012,,0.0
2025-06-16T13:39:29.182351,SPY250616P00604000,short,-37,1.065946,1.13,-0.06405399999999983,236.99979999999937,,0.0
2025-06-16T13:40:42.666782,QQQ250616P00534000,long,45,0.498,0.5145,0.01649999999999996,74.24999999999982,,0.0
2025-06-16T13:40:42.743858,QQQ250616P00535000,short,-45,0.894,0.9295,-0.035499999999999976,159.7499999999999,,0.0
2025-06-16T13:40:42.817664,SPY250616P00603000,long,46,0.595,0.615,0.020000000000000018,92.00000000000009,,0.0
2025-06-16T13:40:42.894580,SPY250616P00604000,short,-46,1.086304,1.15,-0.06369599999999997,293.0015999999999,,0.0
2025-06-16T13:41:56.579672,QQQ250616P00534000,long,54,0.496667,0.435,-0.06166700000000003,-333.0018000000002,,0.0
2025-06-16T13:41:56.692828,QQQ250616P00535000,short,-54,0.895,0.885,0.010000000000000009,-54.00000000000005,,0.0
2025-06-16T13:41:56.768005,SPY250616P00603000,long,46,0.595,0.585,-0.010000000000000009,-46.00000000000004,,0.0
2025-06-16T13:41:56.859199,SPY250616P00604000,short,-46,1.086304,1.05,0.03630399999999989,-166.9983999999995,,0.0
2025-06-16T13:43:10.555021,QQQ250616P00534000,long,63,0.49,0.46499999999999997,-0.025000000000000022,-157.50000000000014,,0.0
