date,K_short,K_long,n_contracts,credit,payoff,pnl,capital,win,exit_type
2024-06-17,534.2177371069412,531.6995825618386,1,74.9168104306591,18.729202607664774,56.18760782299432,100056.187607823,True,tp
2024-06-18,539.2616085309259,536.8091893930551,1,72.93671441152014,18.234178602880036,54.70253580864011,100110.89014363164,True,tp
2024-06-20,541.4266831001199,538.7687196849446,1,79.10740025314311,118.66110037971467,-39.553700126571556,100071.33644350506,False,sl
2024-06-21,538.197539205483,535.5713056724511,1,78.15839174086392,19.53959793521598,58.61879380564794,100129.95523731071,True,tp
2024-06-24,538.1175284632266,535.4658885781272,1,78.9221316431167,19.730532910779175,59.191598732337525,100189.14683604306,True,tp
2024-06-25,537.8220260370767,535.2690292465409,1,75.95847632096593,18.989619080241482,56.96885724072445,100246.11569328378,True,tp
2024-06-26,537.5495646226077,535.0553591924952,1,74.19326791582392,18.54831697895598,55.64495093686794,100301.76064422065,True,tp
2024-06-27,539.2364505617328,536.79608127132,1,72.57510311924733,18.143775779811833,54.4313273394355,100356.19197156008,True,tp
2024-06-28,540.9895905863506,538.5013745033959,1,74.00905010489254,111.0135751573388,-37.00452505244627,100319.18744650764,False,sl
2024-07-01,539.4951861288125,537.0576262243005,1,72.4904749329383,108.73571239940745,-36.24523746646915,100282.94220904117,False,sl
2024-07-02,537.6027716706393,535.2114450253881,1,71.10549259950147,17.77637314987537,53.329119449626106,100336.2713284908,True,tp
2024-07-03,542.5316781382747,540.106417773069,1,72.11772301986485,18.029430754966214,54.08829226489864,100390.3596207557,True,tp
2024-07-05,545.5441956042647,543.0269817640432,1,74.87378239911067,18.718445599777667,56.155336799333,100446.51495755503,True,tp
2024-07-08,549.1821350264705,546.6704189592533,1,74.70413858598164,18.67603464649541,56.02810393948623,100502.54306149452,True,tp
2024-07-09,549.9810565255383,547.4372841985562,1,75.66544561480555,18.916361403701387,56.74908421110416,100559.29214570562,True,tp
2024-07-10,550.7529327391469,548.1365226783141,1,77.84576965790961,19.461442414477403,58.38432724343221,100617.67647294905,True,tp
2024-07-11,555.0673716855241,552.4161353791275,1,78.8860588351099,118.32908825266486,-39.44302941755495,100578.2334435315,False,sl
2024-07-12,551.3397886181294,548.7999004830884,1,75.5470984728916,18.8867746182229,56.660323854668704,100634.89376738617,True,tp
2024-07-15,555.6334954324147,552.9385722405494,1,80.1978677538429,120.29680163076435,-40.09893387692145,100594.79483350924,False,sl
2024-07-16,556.4578802337629,553.7445941180254,1,80.74853173542493,20.187132933856233,60.5613988015687,100655.3562323108,True,tp
2024-07-17,552.3245242787069,549.368706401453,1,88.05079977521899,22.012699943804748,66.03809983141424,100721.39433214223,True,tp
2024-07-18,551.9149471842939,548.6664225509192,1,96.87457292346409,145.31185938519613,-48.43728646173204,100672.9570456805,False,sl
2024-07-19,545.8475606786648,542.5161189337222,1,99.39080546458428,149.0862081968764,-49.69540273229214,100623.2616429482,False,sl
2024-07-22,546.5556094126505,543.5440445567264,1,89.74012491953545,22.43503122988386,67.30509368965159,100690.56673663785,True,tp
